Tcrit,elite_fracture_prob,time_to_elite_fracture,weeks_below_elite_crit,avg_loyal,peak_protest,end_displaced_m,mean_elite,min_elite,mean_stab,min_stab
157.0,0.0,157.0,0.0,0.653393086914976,0.3662168618523598,0.3117016653752016,0.6119405443210224,0.5902132705778548,0.9885910392706759,0.6549084499681834
157.0,0.0,157.0,0.0,0.6801574189232332,0.28743365909950375,0.3678841785251603,0.6188677470579819,0.5816551322023767,0.9874027607188524,0.6508825693571327
68.0,1.0,83.0,73.0,0.025144528967538732,1.0,2.188575159603834,0.41491287430842344,0.31269548325166985,0.3389983481286261,0.0
83.0,1.0,96.0,60.0,0.01992654652203047,1.0,2.250845034882754,0.4299291465195577,0.2998957868100451,0.4435721279755319,0.0
157.0,0.0,157.0,0.0,0.022691863801180708,0.7861647623665836,1.2340581003689444,0.5322581629240346,0.4368084583349408,0.8076620952486787,0.44453145771923597
74.0,1.0,89.0,67.0,0.017556791889631523,1.0,1.9892039065603098,0.44034878021417073,0.32552508998426805,0.38546216710733033,0.0
50.0,1.0,66.0,90.0,0.01970246763449431,1.0,2.4658282011038604,0.39918480586233074,0.3170759329027578,0.25091391363075055,0.0
63.0,1.0,81.0,70.0,0.15417126380737847,1.0,2.2005626612286218,0.40867986095999,0.31829156578891105,0.3415588442488065,0.0
102.0,1.0,116.0,40.0,0.017933537923541364,1.0,1.6671136705941785,0.4644423719071906,0.305975887974414,0.5636945893913401,0.0
157.0,0.0,157.0,0.0,0.7503922694949314,0.21334786265279843,0.2996236772580261,0.6093197034114234,0.5816129212506187,0.9867030313463286,0.653244608042178
157.0,0.0,157.0,0.0,0.018624126010276576,0.6842284558831512,0.8912071080414283,0.5477065555855959,0.49130384978305774,0.8425653859718256,0.6491541632647003
70.0,1.0,90.0,66.0,0.02399625208127211,1.0,2.7233304903994786,0.4316433779831652,0.32573446473466877,0.3543720401001461,0.0
157.0,0.0,157.0,0.0,0.5966076532693886,1.0,0.7175718674781644,0.5818972877364259,0.49835356942017606,0.9119135115558521,0.6525508033642513
138.0,0.0,157.0,0.0,0.020724542080769546,0.9509552801867186,1.3053413520739268,0.5136864349657895,0.3558652327014985,0.7020756556659815,0.0
157.0,0.0,157.0,0.0,0.18453874000923412,0.4962183965948561,0.6551627598996096,0.5603709977095318,0.5366686238480985,0.9508140407262686,0.6476723327462679
46.0,1.0,62.0,94.0,0.019544544344742558,1.0,2.2417244974055546,0.3989926431021936,0.32236228141250284,0.23009766929355807,0.0
80.0,1.0,97.0,59.0,0.02158651151178526,1.0,2.047208583767158,0.4449876881564036,0.31944773416150607,0.40864428260406377,0.0
